id,title,author,authoryearofbirth,authoryearofdeath,language,downloads,subjects
PG3132,In the Wilderness,"Warner, Charles Dudley",1829,1900,['en'],59,"{'Natural history -- New York (State) -- Adirondack Mountains', 'Warner, Charles Dudley, 1829-1900 -- Homes and haunts -- New York (State) -- Adirondack Mountains', 'Adirondack Mountains (N.Y.) -- Description and travel', 'Wilderness areas -- New York (State) -- Adirondack Mountains', 'Adirondack Mountains (N.Y.) -- Biography', 'Adirondack Mountains (N.Y.) -- Intellectual life -- 19th century', 'Authors, American -- 19th century -- Biography'}"
PG31330,"Modern Industrialism and the Negroes of the United States: The American Negro Academy, Occasional Papers No. 12","Grimké, Archibald Henry",1849,1930,['en'],8,"{'African Americans -- Economic conditions', 'African Americans -- Employment', 'Working class -- United States'}"
PG31331,"The Ballotless Victim of One-Party Governments: The American Negro Academy, Occasional Papers No. 16","Grimké, Archibald Henry",1849,1930,['en'],6,"{'African Americans -- Suffrage', 'African Americans -- Legal status, laws, etc.'}"
PG31332,A Journal of Impressions in Belgium,"Sinclair, May",1863,1946,['en'],18,"{'World War, 1914-1918 -- Personal narratives'}"
PG31333,The Disfranchisement of the Negro: The American Negro Academy. Occasional Papers No. 6,"Love, John L.",,,['en'],10,"{'African Americans -- Suffrage', 'United States -- Politics and government'}"
PG31334,"Descriptions of Two Species of Frogs, Genus Ptychohyla: Studies of American Hylid Frogs, V","Duellman, William Edward",1930,,['en'],6,{'Frogs'}
PG31335,History of the Constitutions of Iowa,"Shambaugh, Benjamin Franklin",1871,1940,['en'],18,"{'Constitutions -- Iowa', 'Constitutional history -- Iowa'}"
PG3135,My Summer in a Garden,"Warner, Charles Dudley",1829,1900,['en'],28,{'Gardening'}
PG31423,"In-Door Gardening for Every Week in the Year: Showing the Most Successful Treatment for all Plants Cultivated in the Greenhouse, Conservatory, Stove, Pit, Orchid, and Forcing-house","Keane, William, gardener",,,['en'],13,{'Greenhouses'}
PG31621,Description of a New Softshell Turtle from the Southeastern United States,"Webb, Robert G.",,,['en'],19,{'Turtles'}
PG31627,Volcanoes: Past and Present,"Hull, Edward",1829,1917,['en'],18,"{'Volcanoes', 'Igneous rocks'}"
PG31674,"Comments on the Taxonomic Status of Apodemus peninsulae, with Description of a New Subspecies from North China","Jones, J. Knox",1929,1992,['en'],15,"{'Mammals -- China', 'Mice', 'Apodemus peninsulae'}"
PG31729,"The Apple: The Kansas Apple, the Big Red Apple; the Luscious, Red-Cheeked First Love of the Farmer's Boy; the Healthful, Hearty Heart of the Darling Dumpling. What It Is; How to Grow It; Its Commercial and Economic Importance; How to Utilize It.",,,,['en'],12,{'Apples'}
PG34098,"Science of Trapping: Describes the Fur Bearing Animals, Their Nature, Habits and Distribution, with Practical Methods for Their Capture","Kreps, Elmer Harry",1880,,['en'],63,{'Trapping'}
PG37350,The Ancestry of Modern Amphibia: A Review of the Evidence,"Eaton, Theodore H. (Theodore Hildreth)",1907,1981,['en'],31,"{'Amphibians, Fossil', 'Amphibians -- Anatomy'}"
PG50175,Bird Watching,"Selous, Edmund",1857,1934,['en'],18,"{'Bird watching', 'Birds'}"
PG43167,"How to Know the Ferns: A Guide to the Names, Haunts and Habitats of Our Common Ferns","Parsons, Frances Theodora",1861,1952,['en'],37,{'Ferns -- United States -- Identification'}
PG50195,Practical Etiquette,"Klein, Cora C.",,,['en'],18,{'Etiquette'}
PG50207,Tea-Blending as a Fine Art,"Walsh, Joseph M.",,,['en'],24,{'Tea'}
PG50220,"The Railway Library, 1909: A Collection of Noteworthy Chapters, Addresses, and Papers Relating to Railways, Mostly Published During the Year",,,,['en'],17,{'Railroads -- United States -- Periodicals'}
PG50249,Orkney and Shetland Folk 872-1350,"Johnston, Alfred Wintle",,,['en'],17,"{'Ethnology -- Scotland -- Orkney', 'Ethnology -- Scotland -- Shetland'}"
PG50254,"Treatment of the diseases of the eye, by means of prussic acid vapour, and other medicinal agents","Turnbull, Alexander",1794,1881,['en'],13,"{'Eye -- Diseases', 'Hydrocyanic acid -- Therapeutic use'}"
PG50289,Social Environment and Moral Progress,"Wallace, Alfred Russel",1823,1913,['en'],13,"{'Natural selection', 'Social ethics'}"
PG50370,"Charles Sumner: his complete works, volume 17 (of 20)","Sumner, Charles",1811,1874,['en'],18,"{'Speeches, addresses, etc., American', 'Slavery -- United States'}"
PG52213,In the Levant: Twenty Fifth Impression,"Warner, Charles Dudley",1829,1900,['en'],18,{'Middle East -- Description and travel'}
PG52227,"Piece Goods Manual: Fabrics described; textile, knit goods, weaving terms, etc., explained; with notes on the classification of samples.","Blanco, A. E.",1877,1945,['en'],26,{'Textile fabrics'}
PG52250,A Nurse's Life in War and Peace,"Laurence, E. C. (Eleanor Constance)",,,['en'],16,"{'South African War, 1899-1902 -- Medical care', 'Military nursing', 'Nursing -- Great Britain'}"
PG52297,Medical Women: Two Essays,"Jex-Blake, Sophia",1840,1912,['en'],10,{'Women in medicine'}
PG52303,The History of Lumsden's Horse: A Complete Record of the Corps from Its Formation to Its Disbandment,,,,['en'],39,"{""Great Britain. Army. Lumsden's Horse"", 'South African War, 1899-1902 -- Regimental histories -- Great Britain'}"
PG52308,The Tunnellers of Holzminden (with a side-issue),"Durnford, H. G. (Hugh George)",,,['en'],24,"{'Prisoner-of-war escapes', 'World War, 1914-1918 -- Prisoners and prisons, German'}"
PG52312,The Methods and Scope of Genetics: An inaugural lecture delivered 23 October 1908,"Bateson, William",1861,1926,['en'],30,"{'Heredity', 'Genetics'}"
PG52314,Nooks and Corners: being the companion volume to 'From Kitchen to Garret',"Panton, J. E. (Jane Ellen)",1847,1923,['en'],25,{'Home economics'}
PG5268,Courts and Criminals,"Train, Arthur Cheney",1875,1945,['en'],82,"{'Crime -- United States', 'Criminals -- United States', 'Criminal justice, Administration of -- United States'}"
PG60631,A Modern Zoroastrian,"Laing, S. (Samuel)",1812,1897,['en'],28,"{'Zoroastrianism', 'Religion', 'Science'}"
PG60755,"Harper's Round Table, February 16, 1897",Various,,,['en'],7,"{""Children's periodicals""}"
PG60759,The Englishman's House: A Practical Guide for Selecting and Building a House,"Richardson, C. J. (Charles James)",1806,1871,['en'],27,"{'Architecture, Domestic'}"
PG60760,The South Country,"Thomas, Edward",1878,1917,['en'],49,"{'England -- Description and travel', 'Thomas, Edward, 1878-1917 -- Travel -- England', 'Natural history -- England'}"
PG60773,"The Philosophy of Health; Volume 1 (of 2): or, an exposition of the physical and mental constitution of man","Smith, Southwood",1788,1861,['en'],13,"{'Hygiene', 'Physiology'}"
PG60774,History of the Reformation in Europe in the Time of Calvin. Vol. 3 (of 8),"Merle d'Aubigné, J. H. (Jean Henri)",1794,1872,['en'],18,{'Reformation'}
PG6080,School History of North Carolina : from 1584 to the present time,"Moore, John W. (John Wheeler)",1833,1906,['en'],2,{'North Carolina -- History'}
PG60815,Christianity Viewed in Relation to the Present State of Society and Opinion.,"Guizot, François",1787,1874,['en'],11,"{'Church history -- 19th century', 'Christianity'}"
PG60832,Essays on Educational Reformers,"Quick, Robert Hebert",1831,1891,['en'],35,"{'Education -- History', 'Educators'}"
PG60867,History of the Late Polish Revolution and the Events of the Campaign,"Hordynski, Joseph",,,['en'],20,"{'Poland -- History -- Revolution, 1830-1832'}"
PG60893,Thinking and learning to think,"Schaeffer, Nathan Christ",1849,1919,['en'],120,{'Thought and thinking'}
PG8501,"Ice Creams, Water Ices, Frozen Puddings Together with Refreshments for all Social Affairs","Rorer, S. T.",1849,1937,['en'],46,"{'Ice cream, ices, etc.', 'Frozen desserts', 'Cooking, American'}"
PG8502,Common Diseases of Farm Animals,"Craig, Robert Alexander",1872,,['en'],61,{'Veterinary medicine'}
PG8504,"Scientific American Supplement, No. 358, November 11, 1882",Various,,,['en'],9,{'Science -- Periodicals'}
PG8507,Ten Great Events in History,"Johonnot, James",1823,1888,['en'],45,"{'Readers', 'History'}"
PG8508,The Evolution of Man Scientifically Disproved in 50 Arguments,"Williams, William A. (William Asbury)",1854,1938,['en'],34,{'Evolution'}
PG8536,"Philip Gilbert Hamerton: An Autobiography, 1834-1858, and a Memoir by His Wife, 1858-1894","Hamerton, Eugénie",1838,,['en'],16,"{'Art critics -- Great Britain -- Biography', 'Hamerton, Philip Gilbert, 1834-1894'}"
PG853,The Confutatio Pontificia,,,,['en'],24,{'Protestantism'}
PG8542,"Things Mother Used to Make: A Collection of Old Time Recipes, Some Nearly One Hundred Years Old and Never Published Before","Gurney, Lydia Maria",,,['en'],74,"{'Cooking, American'}"
PG8555,Initiation into Literature,"Faguet, Émile",1847,1916,['en'],9,{'Literature -- History and criticism'}
PG8660,Woman and the New Race,"Sanger, Margaret",1879,1966,['en'],82,{'Birth control'}
PG8685,"Memoirs of Henry Hunt, Esq. — Volume 1","Hunt, Henry",1773,1835,['en'],4,"{'Hunt, Henry, 1773-1835', 'Social reformers -- Great Britain -- Biography'}"
PG8687,"Scientific American Supplement, No. 362, December 9, 1882",Various,,,['en'],9,{'Science -- Periodicals'}
PG8690,American Institutions and Their Influence,"Tocqueville, Alexis de",1805,1859,['en'],52,"{'Democracy', 'United States -- Politics and government'}"
PG8700,The Evolution of Man,"Haeckel, Ernst",1834,1919,['en'],160,"{'Human beings -- Origin', 'Embryology, Human', 'Evolution', 'Anatomy, Comparative'}"
PG8866,Wild Flowers Worth Knowing,"Blanchan, Neltje",1865,1918,['en'],172,{'Wild flowers -- North America'}
PG886,Letters from the Cape,"Duff Gordon, Lucie, Lady",1821,1869,['en'],51,{'Cape of Good Hope (South Africa) -- Description and travel'}
PG8884,Travels in Syria and the Holy Land,"Burckhardt, John Lewis",1784,1817,['en'],42,"{'Palestine -- Description and travel', 'Syria -- Description and travel'}"
PG8896,"Outlines of Universal History, Designed as a Text-book and for Private Reading","Fisher, George Park",1827,1909,['en'],7,{'World history'}
PG88,Price/Cost Indexes from 1875 to 1989; Estimated to 2010,"Hart, Michael",1947,2011,['en'],30,{'Cost and standard of living'}
PG8900,The London and Country Brewer,Anonymous,,,['en'],52,"{'Beer -- Great Britain', 'Malt liquors -- Early works to 1800', 'Beer -- Early works to 1800', 'Brewing -- Early works to 1800'}"
PG8908,The Ignatian Epistles Entirely Spurious: A Reply to the Right Rev. Dr. Lightfoot,"Killen, W. D. (William Dool)",1806,1902,['en'],23,"{'Ignatius, Saint, Bishop of Antioch, -approximately 110 -- Authorship', 'Ignatius, Saint, Bishop of Antioch, -approximately 110. Correspondence. Polyglot', 'Lightfoot, Joseph Barber, 1828-1889'}"
PG8947,"The Atlantic Monthly, Volume 01, No. 03, January, 1858: A Magazine of Literature, Art, and Politics",Various,,,['en'],3,{'American periodicals'}
PG896,"The Jubilee of the Constitution: Delivered at New York, April 30, 1839, Before the New York Historical Society","Adams, John Quincy",1767,1848,['en'],23,"{'United States. Constitution', 'United States -- Politics and government -- 1783-1789', 'Washington, George, 1732-1799 -- Anniversaries, etc.', 'United States -- Politics and government -- 1775-1783'}"
PG8996,Practical Suggestions for Mother and Housewife,"Miller, Marion Mills",1864,1949,['en'],43,{'Home economics'}
PG89,"North American Free Trade Agreement, 1992 Oct. 7 Tariff Phasing Descriptions",Canada,,,['en'],39,"{'Foreign trade regulation -- North America', 'Tariff -- Law and legislation -- North America', 'Free trade -- United States', 'Canada. Treaties, etc. 1992 Oct. 7', 'Free trade -- North America', 'Free trade -- Canada', 'Free trade -- Mexico'}"
PG8,Abraham Lincoln's Second Inaugural Address,"Lincoln, Abraham",1809,1865,['en'],98,"{'United States -- Politics and government -- 1861-1865', 'Presidents -- United States -- Inaugural addresses'}"
PG907,"Flying Machines: Construction and Operation: A Practical Book Which Shows, in Illustrations, Working Plans and Text, How to Build and Navigate the Modern Airship","Chanute, Octave",1832,1910,['en'],74,"{'Flying-machines', 'Aeronautics'}"
PG9089,Handel,"Dent, Edward J. (Edward Joseph)",1876,1957,['en'],20,"{'Composers -- Biography', 'Handel, George Frideric, 1685-1759'}"
PG9100,My Double Life: The Memoirs of Sarah Bernhardt,"Bernhardt, Sarah",1844,1923,['en'],70,"{'Actors -- France -- Biography', 'Bernhardt, Sarah, 1844-1923'}"
PG9101,"Domestic Cookery, Useful Receipts, and Hints to Young Housekeepers","Lea, Elizabeth E. (Elizabeth Ellicott)",1793,1858,['en'],32,"{'Formulas, recipes, etc.', 'Cooking, American'}"
PG9104,The Naval War of 1812: Or the History of the United States Navy during the Last War with Great Britain to Which Is Appended an Account of the Battle of New Orleans,"Roosevelt, Theodore",1858,1919,['en'],90,"{'United States -- History -- War of 1812 -- Naval operations', 'New Orleans, Battle of, New Orleans, La., 1815', 'United States. Navy -- History -- War of 1812'}"
PG9163,"Scientific American Supplement, No. 417, December 29, 1883",Various,,,['en'],27,{'Science -- Periodicals'}
PG9171,Slavery Ordained of God,"Ross, F. A. (Frederick Augustus)",1796,1883,['en'],21,"{'Slavery and the church -- United States', 'Slavery -- Justification', 'Slavery and the church -- Presbyterian Church', 'Slavery -- United States'}"
PG9172,A Study of Association in Insanity,"Kent, Grace Helen",1875,1973,['en'],43,"{'Association of ideas', 'Psychology, Pathological'}"
PG9173,"Youth: Its Education, Regimen, and Hygiene","Hall, G. Stanley (Granville Stanley)",1844,1924,['en'],68,"{'Educational psychology', 'Adolescence', 'Children -- Health and hygiene'}"
PG9294,"The Exploring Expedition to the Rocky Mountains, Oregon and California: To which is Added a Description of the Physical Geography of California, with Recent Notices of the Gold Region from the Latest and Most Authentic Sources","Frémont, John Charles",1813,1890,['en'],29,"{'California -- Gold discoveries', 'West (U.S.) -- Description and travel', 'Rocky Mountains', 'Pacific States -- Description and travel', 'United States -- Discovery and exploration'}"
PG9307,Life: Its True Genesis,"Flaccus, Horatius",1816,1885,['en'],13,"{'Creation', 'Biology', 'Religion and science'}"
PG9308,"New York at the Louisiana Purchase Exposition, St. Louis 1904: Report of the New York State Commission","Ellis, DeLancey M.",,,['en'],21,"{'Louisiana Purchase Exposition (1904 : Saint Louis, Mo.) -- New York (State)'}"
PG9389,"The Atlantic Monthly, Volume 05, No. 29, March, 1860: A Magazine of Literature, Art, and Politics",Various,,,['en'],2,{'American periodicals'}
PG939,"The Life of Thomas Telford, Civil Engineer: With an Introductory History of Roads and Travelling in Great Britain","Smiles, Samuel",1812,1904,['en'],17,"{'Civil engineers -- Great Britain -- Biography', 'Roads -- Great Britain', 'Telford, Thomas, 1757-1834'}"
PG9591,Old Portraits and Modern Sketches: Part 1 from Volume VI of The Works of John Greenleaf Whittier,"Whittier, John Greenleaf",1807,1892,['en'],9,{'Biography'}
PG9501,Concerning Cats: My Own and Some Others,"Winslow, Helen M. (Helen Maria)",1851,1938,['en'],21,{'Cats'}
PG9592,Personal Sketches and Tributes: Part 2 from Volume VI of The Works of John Greenleaf Whittier,"Whittier, John Greenleaf",1807,1892,['en'],7,{'Biography'}
PG9593,Historical Papers: Part 3 from Volume VI of The Works of John Greenleaf Whittier,"Whittier, John Greenleaf",1807,1892,['en'],4,{'History'}
PG9594,"The Works of John Greenleaf Whittier, Volume VI. (Of VII): Old Portraits and Modern Sketches, Plus Personal Sketches and Tributes and Historical Papers","Whittier, John Greenleaf",1807,1892,['en'],12,"{'Biography', 'History'}"
PG9595,"The Conflict with Slavery: Part 1 from The Works of John Greenleaf Whittier, Volume VII","Whittier, John Greenleaf",1807,1892,['en'],1,"{'Antislavery movements -- United States', 'Slavery -- United States'}"
PG9596,"Reform and Politics: Part 2 from The Works of John Greenleaf Whittier, Volume VII","Whittier, John Greenleaf",1807,1892,['en'],3,{'United States -- Politics and government'}
PG9607,From Boyhood to Manhood: Life of Benjamin Franklin,"Thayer, William Makepeace",1820,1898,['en'],14,"{'Franklin, Benjamin, 1706-1790'}"
PG9896,"My Days of Adventure: The Fall of France, 1870-71","Vizetelly, Ernest Alfred",1853,1922,['en'],4,"{'Franco-Prussian War, 1870-1871 -- Personal narratives'}"
PG979,Heroes of the Telegraph,"Munro, John",1849,1930,['en'],59,{'Telegraph -- History'}
PG9915,An Appeal to the Christian Women of the South,"Grimké, Angelina Emily",1805,1879,['en'],25,{'Slavery -- United States'}
PG9916,Spalding's Baseball Guide and Official League Book for 1895,,,,['en'],15,{'Baseball -- Periodicals'}
PG9917,"Your Child: Today and Tomorrow: Some Problems for Parents Concerning Punishment, Reasoning, Lies, Ideals and Ambitions, Fear, Work and Play, Imagination, Social Activities, Obedience, Adolescence, Will, Heredity","Gruenberg, Sidonie Matsner",1881,1974,['en'],21,{'Children'}
PG9929,"The Great Events by Famous Historians, Volume 12",,,,['en'],30,{'World history'}
PG9935,Woman's Institute Library of Cookery. Volume 1: Essentials of Cookery; Cereals; Bread; Hot Breads,Woman's Institute of Domestic Arts and Sciences,,,['en'],54,"{'Cooking, American'}"
PG9936,"Woman's Institute Library of Cookery. Volume 2: Milk, Butter and Cheese; Eggs; Vegetables",Woman's Institute of Domestic Arts and Sciences,,,['en'],57,"{'Cooking, American'}"
PG9937,Woman's Institute Library of Cookery. Volume 3: Soup; Meat; Poultry and Game; Fish and Shell Fish,Woman's Institute of Domestic Arts and Sciences,,,['en'],45,"{'Cooking, American'}"
PG9938,"Woman's Institute Library of Cookery. Volume 4: Salads and Sandwiches; Cold and Frozen Desserts; Cakes, Cookies and Puddings; Pastries and Pies",Woman's Institute of Domestic Arts and Sciences,,,['en'],89,"{'Cooking, American'}"
PG9939,"Woman's Institute Library of Cookery. Volume 5: Fruit and Fruit Desserts; Canning and Drying; Jelly Making, Preserving and Pickling; Confections; Beverages; the Planning of Meals",Woman's Institute of Domestic Arts and Sciences,,,['en'],60,"{'Cooking, American'}"
PG9975,Paris War Days: Diary of an American,"Barnard, Charles Inman",1850,1942,['en'],13,"{'Paris (France) -- History -- 1914-1918', 'World War, 1914-1918 -- Personal narratives'}"
PG9997,"France and England in North America, Part III: The Discovery of the Great West (1870)","Parkman, Francis",1823,1893,['en'],6,{'Canada -- History -- To 1763 (New France)'}
PG9999,"Harriet, the Moses of Her People","Bradford, Sarah H. (Sarah Hopkins)",1818,1912,['en'],65,"{'Underground Railroad', 'African Americans -- Biography', 'Tubman, Harriet, 1822-1913', 'Slaves -- United States -- Biography'}"
PG9,Abraham Lincoln's First Inaugural Address,"Lincoln, Abraham",1809,1865,['en'],311,"{'United States -- Politics and government -- 1861-1865', 'Presidents -- United States -- Inaugural addresses'}"
